author,updated_at,like_count,text,public
@RobNicholson1234,2024-02-14T00:16:15Z,2,what a fascinating story - well produced and explained. i did electrical engineering so did some semi-conductor theory but need to learn more. what an inspiration.,True
@Rumptertumskin79,2024-02-13T23:14:28Z,7,"wow! i'm normally drawn to the more theoretical or abstract veritasii (quantum stuff and the like), but i found this installment to be incredibly captivating and it might be my most favorite veritasium yet. as inspiring as it is scientifically rich. what an incredible story!",True
@xanderpritchard8099,2024-02-13T22:37:58Z,3,this video just demonstrates to me how much capitalism and corporations gets in the way of people's inventions and society's progression etc etc. nakamura deserved way more and nichia should not be profiting off his idea.,True
@tomashons90,2024-02-13T22:33:01Z,2,"very interesting, informative and very technical. mr. nakamura is amazing person. thank you for your content. 🙂",True
@prototropo,2024-02-13T22:32:21Z,2,"this is a retort to the defenders of capitalism: a good, intelligent, hardworking man changes the world far for the better, and is insulted , threatened with firing and sued by his boss. some reward for innovation.",True
@erikthereddest,2024-02-13T22:02:26Z,2,fantastic storytelling for a fascinating story. this documentary made my day. thank you!,True
@BridgetGX,2024-02-13T22:02:01Z,12,"nakamura is like, the absolute rock star inventor. i never knew the backstory to the blue led's invention until now, that invention changed the world forever",True
@10Sparrow,2024-02-13T21:41:39Z,2,human civilization has consistently humiliated the people who have worked day and night to put us on the next level.🤦‍♂️🤦‍♂️,True
@soggygoogles5550,2024-02-13T21:31:12Z,6,"clicked on this video thinking thinking it would be boring, but i ended up learning something new and things that go beyond just a blue light. this is why veritasium the goat",True
@Stella-tf2id,2024-02-13T20:56:29Z,2,"roses were red, violets in his view. he tinkered and led, a blue led breakthrough.",True
@filippopaganini6915,2024-02-13T20:51:46Z,259,this is by far the best stem video i have ever seen. it condensed in a few minutes a fascinating story and the best explanation on how semiconductor works.,True
@rushabhshah7034,2024-02-13T20:44:43Z,2,"first of all, i would like to thank ""dr. nakamura"" a lot (really a lot..) on behalf of the whole world to gift such a precious invention to this world. and would also thank veritasium for creating this amazing video with such a great amount of detail that we got to know about this legendary scientist's contribution towards today's world that we are living in and tomorrow's future as well. keep up good work...",True
@Arrman2,2024-02-13T20:39:56Z,24,"this video has hands down the best visual, intuitive explanation of the mechanics of semiconductors i've ever seen! i've been teaching physics for over 10 years and i'll probably reference this video to my students every chance i get!",True
@reactking7093,2024-02-13T19:53:59Z,35,you can see the passion radiating from nakamura. just conversing about it makes him happy. he's inspiring me with his approach to doing something no one has ever done before.,True
@Jax_Two,2024-02-13T19:49:52Z,21,"i'm in my electronics 1 class right now, and the way you explain concepts like pn junctions in such an understaandable way is brilliant.",True
@tyno_skt,2024-02-13T19:10:10Z,31,"for the first half of the video, i thought i was watching my old courses on how solar panels work.  never realized how similar the 2 products were. really interesting video",True
@sallowsandy,2024-02-13T18:45:59Z,50,"holy, having learned ee before, i was hesitant at the prolonged explanation of n/p semiconductors at first there.. but it leads in to such an incredibly articulated account of the exact properties nakamura was fighting for with the core of his entire being. inspiring af.",True
@pmichelazzo,2024-02-13T18:16:38Z,7,one of the best videos that you’ve made. an amazing story and an advice about how the companies can be really bad.,True
@Gameplayer55055,2024-02-13T17:40:28Z,196,pn junction explanation is the best i've ever seen. many books and articles just told that electrons and holes create a barrier.,True
@williamcurley,2024-02-13T17:31:41Z,91,"i remember using a spectrometer back in 90/91 that had a blue led in it that you could use as a reference light source to calibrate the thing. it was super dim and super expensive and the first blue led i'd ever heard of. a few years later, jaw hits the floor, blue leds everywhere. they still feel a bit exotic every time i pick one up.",True
@The_Digital_Arts_World,2024-02-13T17:31:06Z,5,"excellent presentation!!!  i remember while teaching technicians in digital electronics and microprocessors of dreaming about the missing blue led.  (blue is also my favorite light color).  i believe; however, that yellow led development elsewhere came to fruition before blue which was not discussed in this video until the used the materials for blue leds to produce yellow.  either way, leds are extremely fascinating devices.  we should all be eternally grateful to dr. nakamura for his tenacity, sense of correctness, and ability to challenge all obstacles.  he is a resilient scientist as well as an engineer.",True
@RodriguezReel,2024-02-13T17:30:35Z,1262,mechanical engineer here - this is by far the best explaination i have ever seen for transisters and diodes. excellent work!,True
@TaurenTLT,2024-02-13T17:05:53Z,2,blue leds are the best i have some on my license plate,True
@Savan.13,2024-02-13T17:05:14Z,12,your stadium seat analogy for explaining semiconductor is so easy to understand.  thanks for increasing our knowledge.😊,True
@rw6262,2024-02-13T17:04:14Z,5,great video. stands head and shoulders above most youtube videos. full of interesting information with no padding.,True
@kevinbailey896,2024-02-13T16:19:27Z,348,31:00 when he is walking failing his arms it honestly made me chuckle but in the way like this dude is brilliant yet still quirky. being in a room with that man is deff going on my list of people id love to have a dinner with. shuji nakamura is truly an inspiration.,True
@nunopenaspt,2024-02-13T16:19:14Z,20,"as an engineer in electronics born in 71, i've always followed the led evolution, loved my first blue led and today the white led reached the masses. we can only be grateful to this amazing human being called nakamura, for he's relentless work, countless hours on trial and error and the legacy he leaves to humanity. glad to live on these amazing times. i would like to hug this person, as i realize how amazing and humble he is. thank's for this video.",True
@eetuthereindeer6671,2024-02-13T16:17:26Z,3,"im 20 minutes in and i've gotten 8 ads 👎👎 ridiculous. i can't remain concentrated. i always have to go back 10 seconds too to get properly back to where i was  3 minutes later its 10 ads. this is too much, i understand wanting ads for monetization but this is a little on the unwatchable side. ads have never even bothered me like this before",True
@Chanukaization,2024-02-13T16:06:54Z,4,"when i was a kid, i heard nakamura's story. but not this clear. it is so exciting to see his continuing journey 💡 one of the best youtube video i have ever watched. thanks 🔷",True
@shlooky1,2024-02-13T15:57:17Z,90,i've got phd in microelectronics... the explanation/analogy of current flow in pn junction and super-lattice is one of the best i've seen on yt so far! more videos like this please and keep up the good work!,True
@Derektamente,2024-02-13T15:41:41Z,9,i never heard of mr. nakamura before and he's now at the top of my personal heroes. such a great story,True
@Celadian67,2024-02-13T15:31:12Z,64,i loved how happy he was about his work yet so humble. great guy.,True
@himubruh,2024-02-13T15:15:57Z,4,i am 1st year engineering student and this video is really inspiring for me. stories like this boost my confidence to achieve something great in my life.    i appreciate veritasium for bringing finding these hidden gems to the whole world.😊,True
@brunoromagnoli3463,2024-02-13T13:20:46Z,80,"and despite all of that, when he was told ""and all this is because of you"", he giggles, he is humble. what a hero.",True
@justaguy2533,2024-02-13T13:16:12Z,4,"i just started a phd with very similar subject. use mocvd to deposit thin films to replace ito, on substrates that have very high mismatch with my material",True
@STEM671,2024-02-13T12:56:15Z,2,healthcare as well 30:28,True
@danicabozin9697,2024-02-13T12:54:09Z,2,"such an amazing video, and your skill of storytelling is astounding. i was rooting for nakamura from the first minute into the video, and mixing his story with science to give an educational element to this video, was incredible. i'm a physicist and the explanations were so on point that i wish i had this video when i was studying physics. such a masterpiece 💪",True
@studworkspace,2024-02-13T12:53:01Z,4,"this man got his way out to create a single blue led, what a legend",True
@Putra-hr8ig,2024-02-13T12:39:47Z,4,"this is the second time i watch this video, yet, still amazed as i watch the first time... this video amaze me more than any marvel movies. prof. nakamura is the true goat.",True
@inkaymr4919,2024-02-13T12:36:55Z,43,"i was always impressed at how much better led lighting is over the alternatives, i never realized how much of a struggle it was to get the blue ones working. very nice to see you got to talk to nakamura himself!  your explanation of how leds work is the best one i've seen, also violeds is a great name.",True
@raghumatam,2024-02-13T12:36:46Z,27,"this is one of the best science and technology educational videos i have seen. this is at the level of discovery science channel documentary. kudos to you for making such high quality video.  also thank you for educating people about nakamura who really deserves to be called  ""edison of led lights"".",True
@timothyshanks6799,2024-02-13T12:23:57Z,57,"jesus, what a genius engineer, amazing to see what is involved and the complex physics, superb",True
@federicogonzalez7126,2024-02-13T12:03:39Z,6,"mr nakamura's story is awesome and very inspirational. got me some tears. hard workz humbleness, determination, imagination, it has everything.  btw, this is one of your best videos.  great channel.",True
@martinbache3410,2024-02-13T12:00:10Z,13,i wish your explanation of semiconductor physics had been available when i was studying for my electronics degree in england back in the 70s. absolutely brilliant.😊,True
@agent_p.,2024-02-13T11:53:10Z,636,"from the interview, nakamura seems like such a great and fun guy, glad to see people like him acchieving what they work so hard for",True
@DiegoFernandoCarrion,2024-02-13T11:49:47Z,5,genuinely one of the best youtube documentaries i've ever seen. i learned a ton.,True
@faustwatsche,2024-02-13T11:45:23Z,235,as a teenager i built electronics circuits in the 1990s and was always curious why i could only buy green and red leds. now i know the story - thanks!,True
@steverosales2616,2024-02-13T11:24:13Z,4,thank you mr.naksmura for not giving up 🎉❤,True
@user-cy7el7kc7p,2024-02-13T11:03:47Z,194,"being a student of semiconductor physics and working on mocvd for gallium nitride based microled technology, i am absolutely impressed with your way of explanation and the efforts you put into making this scientific research work very easy to understand. kudos to you!",True
@saritajadhav1927,2024-02-13T10:44:10Z,2,it's not about inventions it's about determination 🎉,True
@shwetankbinjola4828,2024-02-13T10:31:49Z,4,the video was like a motivation film.... loved it,True
@simoncroft9792,2024-02-13T09:37:25Z,2,what an excellent explanation of band gaps!,True
@Dr.MambaMentality,2024-02-13T09:33:16Z,6,i have to say this is by far the best science intro video i have ever watched on yt. this guy is so knowledgable.,True
@KOKOBC,2024-02-13T09:17:20Z,2,"the son of the guy who made the blue led goes to my school, pretty cool",True
@strauss7151,2024-02-13T09:11:20Z,5,"27:15 wait, the legal fees to fight the case was over $8 million?!! lawyers were the real winners in this case.",True
@justintimeleave1360,2024-02-13T09:09:56Z,357,how does veritasium make a science video emotional yet educational is beyond me. nakamura is such an inspiration and thanks veritasium for telling this story and teaching science at the same time.,True
@supersakib62,2024-02-13T07:12:57Z,3,"saw a video long ago about why blue pigment was hard to make. now, it's about making blue light.  heard about the nobel prize for blue led, but this video encompasses the story behind it. persistence does make a difference. a single innovation, a great jump forward!",True
@grnppj5641,2024-02-13T06:59:35Z,8,wow great to see an inventor still alive in our lifetime,True
@AydenHoeft,2024-02-13T06:45:15Z,8,this video is extra proof that good crystal can get you anywhere.,True
@alexwells2231,2024-02-13T06:33:05Z,683,"i did my phd in algan/aln/gan/sic hemts manufactured using both mocvd and mbe. i had never heard of nakamura. this video for me, was one of the most interesting i have watched on youtube. thanks for making it.",True
@arghanilpodder154,2024-02-13T06:22:47Z,21,nichia never deserved my bro naka🗣️💯,True
@mrbantythe8055,2024-02-13T06:12:08Z,2,great video bro❤appriciate it 👏,True
@good6894,2024-02-13T06:10:46Z,2,"amazingly well done documentary! great, on top of the already very high standards that veritasium has set. ❤",True
@solarfluxman8810,2024-02-13T05:51:18Z,2,the person fixing the machine usually knows more than the people operating the machine.,True
@user-uq6nk3fx1z,2024-02-13T05:50:59Z,2,wow what a story of persistence and courage. thank you nakamura.,True
@leokimvideo,2024-02-13T05:50:40Z,982,"i could tell you a very interesting story about the blue led porcupine suite used  in the matrix film, back when blue led's were very uncommon, expensive and difficult to buy in large numbers. not sure how many people who watched the film understood how special it was to have high intensity blue led's back then",True
@ae9982,2024-02-13T05:46:45Z,4,this is such a good video ! can't believe led had this deep dramatic story 😂,True
@tsunamie1126,2024-02-13T05:18:38Z,17,"okay, the trasition at 0:44 is impressive. i needed a moment to even realize the change in imagery.",True
@morganzw,2024-02-13T05:08:17Z,9,amazing video and storytelling - this should be made into a feature film - the way he walks while describing starting a nuclear fusion company!! wow what a character!  thanks for an amazing insightful look at an incredible human!,True
@MHK_79,2024-02-13T04:58:23Z,2,"in a legal battle, no one really wins, except the lawyers 😅",True
@bredsheeran2897,2024-02-13T04:05:19Z,5,this guy deserves more for this,True
@toejamr1,2024-02-13T03:51:07Z,7,the playstation 2.. the very first thing that stood out to me the day i got it was how super blue the led was when you powered it on. i remember it like it was yesterday.,True
@soyitiel,2024-02-13T02:57:27Z,11,24:55 what was that saying?!! 🤨,True
@SomeGuy-ye5io,2024-02-13T02:41:35Z,264,i was an undergrad at uc santa barbara when nakamura won the nobel prize for the blue led invention. everyone at the university was so proud of having him as part of our university. the university changed the led lights at the entrance gate to blue leds.,True
@sped1999,2024-02-13T01:56:20Z,8,this guy is the definition of a genius. tackling intractable problems that defied solution and making the world a better place.,True
@saber379,2024-02-13T01:00:15Z,2,nakamura's grit is something else. comparable to the greatest minds in the world of science and the arts. he is one of a kind. thank you nakamura. we couldn't enjoy everything we are now enjoying if it weren't for you.,True
@jacalynwaymer,2024-02-13T00:34:56Z,18,i've never seen such clear explanation/visualisation of semi-coductor! great!,True
@arsyanandregate7288,2024-02-13T00:29:09Z,12,"this is one of your best video yet. i don't even know nakamura's name before, but now he is obviously in my heroes list. a good and inspirational story to tell to my children",True
@lt4374,2024-02-13T00:00:39Z,3,"love this episode. i am also a non-phd who works with a lot of ph.d and sometimes wonder about their opinion towards me, but so far, everyone i come across has been pleasant and helped me learn.",True
@albertogarcianavarro3791,2024-02-12T23:23:18Z,2,"this is one-of-a-kind ispiring an well-deserved recognition, for the tenacity and fighting spirit that should lead the minds, hearts and souls of each person, researcher and scientist willing to follow with determination an idea that turns into a goal, and a goal into a succcess. give it a beer and an funding round to this man! 🍻",True
@JulesSch1,2024-02-12T22:39:05Z,21,"brilliant documentary! (one of the best i've seen) this man literally changed the world for so much good, and visually perhaps more than anyone?.. however was sad to see he was never compensated a peanut in comparison to his achievement. such a great story and lesson to anyone contemplating giving up on trying to succeed at something. success is hard work, never easy, and this documentary showcases that perfectly. bravo!",True
@francisthorpe,2024-02-12T22:30:18Z,134,your life is the most beautiful exemplification of humility i have ever witnessed.  thank you sir nakamura.,True
@ElMalito187,2024-02-12T22:16:15Z,317,"i'm it guy and all this is new information to me. you learn something new everyday. a true professional will never declare ""i know everything"". always learning and never a dull day.",True
@pcast1510,2024-02-12T22:00:20Z,84,"this has to be the most influential person in modern times, how much have our lives changed because of him. thank you! this video is an instant classic. thank you!",True
@dmatveev89,2024-02-12T21:51:41Z,277,this is probably the best explanation of p-type and n-type conductivity i've seen in years. thank you for your work!,True
@rolandtv674,2024-02-12T21:40:57Z,3,"""the first critical requirement: high quality crystal!"" had me laughing way too hard",True
@RtepPWR,2024-02-12T21:36:18Z,2,half an hour ago i had no idea who invented the blue led. we owe so much to that legend,True
@bazoo513,2024-02-12T21:25:10Z,2,"21:15 - not bad for a lowly technician, eh? 😀  this was really inspiring.",True
@PaulSinnema,2024-02-12T21:07:53Z,2,he was a nucanse to his short sighted ceo which culminated into a legal struggle. but the world is a better place and grateful for his persistence and perseverance trying to find the solution to the blue led problem. i'm very grateful to this man. i wish him a long and healthy life. very nice video again.,True
@Nooticus,2024-02-12T20:49:02Z,6,"astonishingly good video. after your previous lacklustre upload, this is truly one of your best ever. the complexity in this is mindblowing for a non-technical person. this man should be worshipped for what he managed to do",True
@i_want_youtube_anonymity7099,2024-02-12T20:09:52Z,14,this is my favorite veritasium video. thank you for making it! i've often felt that experimental physics does not get enough media time or recognition for their work. possibly because there are often so many explanations necessary. i'd love to see more experimental physics stories on the channel.,True
@ddolki1990,2024-02-12T19:58:24Z,17,amazing video. i remember back as a physics undergrad hearing the nobel laureate for the year 2014. it's pretty amazing seeing most modes of lights/display changing in such a short span.  thanks for making such a great video describing dr. nakamura's journey and hardship!!,True
@ishimwedivin6522,2024-02-12T19:54:51Z,6,i'm wowed by his resilience. these types of stories are what make us understand deeply the technology and how it was developed. thank you so much veritasium.😍,True
@jeromethiel4323,2024-02-12T19:50:39Z,5,such a good explanation of n and p type semiconductors and the depletion region.  i was out of college for many years before this finally clicked for me.  because it was never described clearly.,True
@North-Korea,2024-02-12T18:58:04Z,37,"this is so incredibly cool!! this man can just take one step outside, look anywhere, and see his invention being used by everyone. deserves way more recognition! awesome video.",True
@unknownedleaf,2024-02-12T18:42:34Z,29,"its amazing that because he was refused the mocvd in florida, he perservered and learnt how to make a better mocvd from scratch, giving him a giant advantage",True
@damnbrosky,2024-02-12T18:35:05Z,3,what a great documentary and what a great human mr nakamura! i will never forget his work which changed world! stories like this one are so easy to miss and so important to know. i salute you nakamura san.,True
@richardwilson6496,2024-02-12T18:33:24Z,5,wonderful storytelling. all i expected was a technical video on how blue led works but got an exciting and heart-felt adventure as well.,True
@nickv5435,2024-02-12T18:18:39Z,34,these visualizations are great! i’m an electrical engineering student and this really helped further my understanding of semiconductors on an atomic level.  the story of nakamura creating the first blue led is an amazing and motivating story!,True
@mandarkulkarni7998,2024-02-12T18:15:37Z,573,"being a student of semiconductor physics and working on mocvd for gallium nitride based microled technology, i am absolutely impressed with your way of explanation and the efforts you put into making this scientific research work very easy to understand. kudos to you!",True
@GeoffInfield,2024-02-12T18:01:40Z,2,"""i see your doctorates and i raise you one giant brain , a work ethic and humility"" - win.",True
@Valdaemonium,2024-02-12T18:00:39Z,81,"bro, what a emotional history... i felt all the steps nakamura did to achieve his ""blue"" goal. beautiful... and i typing it on my ips lcd screen, backlit by blue leds covered with phosphorus to show the white and so, all the color spectrum❤❤",True
@jsamc,2024-02-12T17:10:45Z,2,you're explanation of how led's work made my eyes glaze over. i love science but this was way over my head. but i enjoyed it anyway.,True
@JackDavis,2024-02-12T17:09:41Z,3,i love this channel! i thoroughly enjoyed this story. i relate to it very well because i worked in materials research for caterpillar during the 90's and used a vapor deposition machine very similar to what nakamura used in this story.,True
@taikolawole8598,2024-02-12T16:46:30Z,9,wow what a story of persistence and courage. thank you nakamura.,True
@thecsslife,2024-02-12T16:43:14Z,4,"as a fellow scientist, i feel you need a nobel prize for how well you can present complex scientific concepts in an incredibly easy to understand way.",True
@pmkansara,2024-02-12T16:33:53Z,7,"fritz haber, oppenheimer and now nakamura - i love your way of story telling.",True
@useruser-ti1og,2024-02-12T15:39:45Z,6,literally a bsc in technical physics but this throughout explanation of semiconductors taught/cleared so many things in my head :d for instance how energy bands are formed and why those aren't discrete and why np-junctions work as diodes. super great video!,True
@user-ut6hi8tv7i,2024-02-12T15:33:43Z,67,"very nicely told story. as a semiconductor materials scientist during this time, i watched these developments as they occurred.  although there were some additional elements to the ""backstory"" that you didn't include, your presentation is very accurate and complete.   (and, as others have mentioned, your visualization of the physics of semiconductors was very effective and accessible.  that's a real accomplishment! )",True
@gbmntgilgitbaltistanmusict4830,2024-02-12T15:30:52Z,2,i was fascinated with leds but i never know its invention was such a feat of science. kudos to the man for putting so much effort.,True
@371stone,2024-02-12T15:26:47Z,15,that noble prize is well deserved for nakamura.  👍👍,True
@KrisDouglas,2024-02-12T15:03:49Z,936,nakamura sounds like a true enthusiastic scientist. and a lovely character. the world needs more of him.,True
@ReplicatorFifth,2024-02-12T14:42:55Z,217,what an amazing guy. he didn't need a phd just his own genius and refusal to give up despite the array of forces against him. love the portion of the interview at the end. so personable and you can still see that restless energy that he must of had when working on his invention.,True
@jml_53,2024-02-12T13:45:07Z,12,"this is one of the best videos i've seen in a while. granted, it played into some of my more obscure interests, but that wasn't it.  the human side of the story was so on point.   shuji nakamura is an inspiration showing how hard work and focus can play off. i also really appreciated the way you described semiconductors.  the graphics illustrating conduction and valence bands and the band gap were fantastic. best i've seen. i understood these things when i worked with them in college, but this made it so much clearer. thanks for a great video.",True
@jeremenichelli,2024-02-12T13:43:48Z,3,"such a wholesome ending. he seems happy, i wish companies weren't so greedy and he was rewarded accordingly.  this is hands down, my favorite yt channel.",True
@domainmojo2162,2024-02-12T13:41:55Z,21,"been a long time since i sat through a yt documentary like this! well done! and thank you, mr. shuji nakamura!",True
@sannynjoo9776,2024-02-12T13:36:21Z,22,such a great story and inventor. kudos to nakamura. he seems still to be humble. great guy!,True
@zodiacfml,2024-02-12T12:44:15Z,3,"good thing i watched this with ads. the script and animation is top notch.  i'm an electronics engr. and i've never seen the semiconductor animation this good. the script is both highly technical and with a gripping story on the topic of the most widely seen technology today, the led light and lcd screens. this is a youtube classic for me.  24:05 oh, a personal interview with the guy!🥹 24:18 solid state lasers too!😭",True
@mjargon18,2024-02-12T12:00:16Z,3,"this is such a great topic! it reminded me of the stuff we studied back in university as an electronics engineering student. as for the story, it is crazy how a man's perseverance and determination could affect literally the lives of billions of people even for the future generations to come. hats off to nakamura!",True
@Ove_Ove,2024-02-12T11:45:03Z,2,"when i saw the video i was intrigued, but then i realised it was 30+ minutes long and i said to myself ""man, i just don't have time to watch a long video"". here i am, 33 minutes later, begging for more. it just flew by. i really must say, the team at veritasium is beyond extraordinary. your videos are absolutely amazing. thank you!",True
@StonerBawk,2024-02-12T11:11:44Z,4,28:16 what is this table showing?,True
@snedzad,2024-02-12T10:01:38Z,58,this is my favorite veritasium video so far. i was cheering for nakamura all the way. what an incredible achievement and legacy. thanks derek!,True
@patrikstaron,2024-02-12T09:54:45Z,2,very well written and produced documentary. great work guys!,True
@FinalSparkLux,2024-02-12T09:33:15Z,3,"at 4:00 it says the led is 50-70% light, which doesn't sound right. leds are of course far more efficient than their incandescent counterparts, but not by **that** much as far as i'm aware(unless there's some super brand new technology i'm unaware of). i looked through all the references provided, and the only instance of those specific numbers were listed on the ""led footprint via the climate group"" article. the article says ""led lighting achieves energy savings of 50-70%"", not that 50-70% of their energy is released as visible light. the only thing i've ever heard/been able to find, including my recent searches, is 15-25% of their energy released as visible light",True
@ChaosMarx,2024-02-12T09:16:25Z,2,it's kinda messed up the company didn't compensate him properly for creating an invention that literally changed the world.,True
@edwardplant8742,2024-02-12T09:00:05Z,106,"derek you have hit this one out the park, the storey, the graphics, the narration, the brilliant explanation crossed story telling.  this channel is a true overnight success 10 years in the making!   well done for your own journey of success!",True
@user-yz6rw3si3e,2024-02-12T08:45:31Z,9,it's quite amazing that quite a lot of us have completely shifted to led lighting.  we have an old incandescent lightbulb in the basement and my niece was quite shocked to see it and asked about it. i felt ancient remembering the times when we used to have to go to the store to buy new light bulbs ever so often. my nostalgic reverie was broken when she commented on how pretty the glow was. and i had to agree.,True
@TheMeanAdmin,2024-02-12T08:32:09Z,18,fantastic story and very impressive presentation. hats off to nakamura-sensei and whoever's in charge of explaining to animators what those animations are supposed to look like. top educational tier.,True
@chadyount3125,2024-02-12T08:23:01Z,515,"this is the veritasium story we have all been missing! truly phenomenal in; the back story, physics explanation, economic twist, defying a large company, in-person interview, and positive outlook on the future! 10/10 you've done an amazing job again veritasium!",True
@Millahtime,2024-02-12T08:19:51Z,70,"i love nakamura. so great he was in this video. when you were running through all the challenges and impossibilities of getting a blue led to that commercially viable threshold, i kept thinking to myself ""that sure reminds me of nuclear fusion reactors, imagine if nakamura were working on fusion."" and then he says that he started a fusion company!! unreal!",True
@retrogaminghd3300,2024-02-12T07:58:25Z,2,"i wish schools taught science this way. with stories of actual creators tied in to the concepts of core science. this is amazing , i understood everything from top to bottom. thank you man !",True
@enam98,2024-02-12T07:27:18Z,522,"he won in the end, he looks like a happy man, that smile is precious!",True
@martyp7401,2024-02-12T07:24:09Z,2,such a remarkable story on so many levels. i thoroughly enjoyed every moment and pushed my knowledge further.,True
@edwardpaulsen1074,2024-02-12T06:52:53Z,3,"i remember in the early 90s buying five of the first commercial blue leds available for a special project i was working on at about $10 per led, needless to say it turned many a head in surprise! i remember riding the leading edges of technology... but sooner or later, the crest passes you by and now most of what i can do is to just marvel at what has come about.",True
@michaelgallick4617,2024-02-12T06:50:34Z,2,"that was one of the most outstanding videos of someone putting their minds on an invention and eventually coming up with a solution! this story is awe-inspiring where an individual didn't quit on a dream, ""that come true!"" my admiration, love and 🙏's!",True
@roamingjosh,2024-02-12T06:33:57Z,3,"nakamura-san is a living hero, and deserves all the recognition that he has today.",True
@Daz1,2024-02-12T06:16:23Z,8,"this is one of the best videos i have ever watched on youtube. i don't know how you keep doing this derek. it's got everything; science, a truly inspiring story, beautiful illustrations, and that mesmerizing blue! that shot of dr. nakamura holding his life's work in his hand really moved me. actually i change my mind, this is my favorite video of all time. and i know i'm biased because blue is my favorite color",True
@lawless1013,2024-02-12T05:59:05Z,22,okay. that zoom out at the beginning to illustrate how b+g+r = white was perfection. well done! very satisfying. xd,True
@n33oh,2024-02-12T05:43:32Z,4,this is quite possibly the best techno-scientific documentary on youtube.  i hope he gets the financial compensation that he deserves!,True
@pearlydragon4892,2024-02-12T05:07:48Z,2,29:24 no. generators generate energy regardless of consumption. and if we cut off light consumption - the generators will continue to generate the same amount of power while consuming the same amount of fuel.,True
@taylorscofild3685,2024-02-12T04:53:42Z,6,the lesson learned here is never reveal your invention while working for someone who owns your intellectual property.,True
@JulesCalella,2024-02-12T04:44:23Z,296,"nakamura's story is so inspiring. not everything will go your way, but you still have the potential to do great things. 1) use the bad experiences to your benefit because we all have different backgrounds, 2) scientific consensus isn't always moving in the right direction so don't assume an approach is a dead end if other approaches haven't met the goal yet either, and 3) making great scientific contributions doesn't require a high pedigree, just determination and having the right idea at the right time in the proper environment. it's not always that simple but society only moves forwards when enough people try.",True
@TrueBroski79,2024-02-12T04:39:21Z,5,"how little he was compensated for his invention is actually heartbreaking, dude faced so much criticism and hardships on the way there and showed so much commitment and determination.",True
@Mona-xh6si,2024-02-12T03:27:07Z,2,guess we will have nuclear fusion soon,True
@Slaking_,2024-02-12T03:21:57Z,760,it's honestly tragic how he got screwed over so badly by the company that he basically singlehandedly saved from the brink of bankruptcy.,True
@iftekhar77,2024-02-12T02:13:30Z,15,24:01 i salute you sir for your perseverance..,True
@scootergirl4817,2024-02-12T02:01:13Z,2,i watched until 9:25  because my brain didn’t understand 7/10ths of what he’s saying,True
@unbroken-hunter,2024-02-12T01:42:37Z,632,"it’s awesome that you were able to interview him! thanks for making this, it was great.",True
@Notbad164,2024-02-12T00:16:01Z,2,what an interesting guy,True
@rufusbayne2230,2024-02-11T23:50:44Z,3,i wish every child in the world could hear this story and understand why nakamura is a true super hero.  anyone up for writing a children's book?,True
@nathanjamesbaker,2024-02-11T23:39:15Z,5,his former company behaved like a jealous psycho-ex-boyfriend.,True
@digilifepro,2024-02-11T23:37:53Z,183,this was one of the best episodes of veritasium from an educational standpoint but the human aspect and the storytelling here really makes it extraordinary.  derek is always great but you can tell he was personally moved by this story and in awe of nakamura (such a humble man btw!).  definitely movie material here.   veritasium just keeps raising the bar for quality content and captivating topics and i really appreciate that they keep the science and technical info very high level and advanced.  derek is such a good narrator and somehow manages to make very dense (thick) material understandable even though much of it is way over my head! top notch quality ve!  so inspiring.  so fascinating always.  cheers!,True
@gabibonza,2024-02-11T23:06:56Z,2,man... what a history!,True
@burn4005,2024-02-11T22:57:45Z,4,that rgb color mixing image being the leds out of focus was slick as hell.,True
@grepoli,2024-02-11T22:19:33Z,13,thank you derek for this well put together human-centric story about dr. nakamura. immediately one of my favorite videos you’ve produced as it felt like both a great way to both honor a humble man while educating us about a seemingly minor and oft-taken-for-granted bit of technological innovation + history,True
@merovingio10101,2024-02-11T22:17:47Z,3,"what a great documentary!! awesome narrative, interviews and the animations! man, such satisfaction to watch science and technology content on a sea of hollow entertainment. thanks!",True
@medodream1,2024-02-11T21:43:23Z,283,"i loved that in many times where derek is looking at the screen there are dots of white pixels, showing us in real time the size of the screen led and reminding us of nakamura's work!",True
@bradtm2000,2024-02-11T21:39:29Z,30,"thank you so much for bringing this story to light (no pun intended).  and thank you, shuji nakamura, you deserve to be known.  what an incredible story and awesome production.",True
@markusdd5,2024-02-11T21:27:38Z,1078,"as someone who works in semiconductor design:  hats off to the visualizations in this video.  i have never seen such an amazing view of how semiconductors and their band gaps work. not only is this story fascinating, it is an actual learning resource. kudos!",True
@airforcedude08,2024-02-11T21:23:38Z,12,this was the best explaination i've ever heard related to p and n type semiconductors. even better than my college courses... amazing!,True
@user-we5px3pd3l,2024-02-11T20:37:21Z,4,"don’t ever go back making “television”. this is so much better. a great story from beginning to end with a spectacular entry of the main character. no spoilers, no previews. youtube at its best. tv will never reach this level of storytelling. hats off to your illustrator too.",True
@c.ishikawa6346,2024-02-11T20:25:08Z,3,"nice to know his hardship is covered in youtube. from a former physics major in japan. i should mention that when he tried to dope and added more indium impurity, his achievement was turned down as impossible (his detractor cited gibbs's phase but obviously they forgot the situation on the surface of crystal layer where constant flow of gas sent molecules was not in equilibrium state.)",True
